chroma_stft,chroma_cens,spectral_centroid,spectral_bandwidth,spectral_rolloff,poly_features,rmse,zero_crossing_rate,spectral_flatness,spectral_centroids[0],spectral_centroids_delta,spectral_centroids_accelerate,spectral_bandwidth_2,spectral_bandwidth_3,spectral_bandwidth_4,spectral_flux,tempo_bpm,harmonics,perceptual_shock_wave,genre
0.20538804,0.2560428858088061,1391.2036154664352,1891.9871679567948,3070.4691256009614,0.7783625259269561,0.08977693,0.05140474759615385,0.00084143947,1391.2036154664352,4.016065922255544,-0.8196194432217361,1891.9871679567948,2501.235235130642,3056.0845378956824,1.195397,83.35433467741936,1.5948415e-05,-8.791083e-05,blues
0.2177304,0.22284507630834008,1331.1686374113192,1797.1104438045957,2516.3204251802886,1.0413466752023333,0.15839177,0.05488656850961538,0.0011172842,1331.1686374113192,1.5125438723793054,-3.795787453501829,1797.1104438045957,2449.2115658926505,3023.7273515257184,1.3743064,215.33203125,-8.074984e-05,-0.0002853597,blues
0.3071205,0.23680992302420673,1582.581788641485,2132.4608246187413,3134.9859149639424,0.6613977549080378,0.09480493,0.06236478365384615,0.001874936,1582.581788641485,-17.58905496645977,-18.43749772206917,2132.4608246187413,2791.872185632476,3337.026552069144,1.3960787,135.99917763157896,-7.049599e-05,-1.374223e-05,blues
0.30020195,0.2229066250114112,1338.8214677133074,2032.805636692381,3202.8983248197114,0.855687935927618,0.11539545,0.03519381009615385,0.00054277043,1338.8214677133074,2.1065623976359147,-0.9609430997470574,2032.805636692381,2666.852104402853,3214.6262406283854,1.4055117,86.1328125,4.8416197e-05,5.4970416e-05,blues
0.2352746,0.2205429851509871,1887.8103841634756,2315.1651701219325,4519.488055889423,1.0220135544951212,0.15997207,0.060396634615384616,0.0013010883,1887.8103841634756,0.6114228776527013,0.33908886335777966,2315.1651701219325,2868.711888859834,3345.6390493708996,1.5362723,135.99917763157896,2.176956e-05,3.4773475e-05,blues
0.32615045,0.2394955820974003,1857.9408360919228,2300.7627619684135,4128.246319110577,0.9554047368032061,0.12119508,0.05967548076923077,0.0022909737,1857.9408360919228,-6.626607037276105,2.331424786131533,2300.7627619684135,2870.077574334872,3344.5310692180356,1.5633829,123.046875,-1.5168396e-06,1.35554355e-05,blues
0.31757107,0.23969800945072778,2010.2821040621675,2332.425021416683,4380.101975661058,0.709563510146339,0.086417556,0.07507136418269231,0.0036454608,2010.2821040621675,-5.470923778590702,2.9342143049902716,2332.425021416683,2873.771454601297,3329.0301543011974,1.3142362,172.265625,1.734389e-05,-8.978424e-05,blues
0.2938658,0.22109539131017047,1502.4001797966412,2189.4622098331715,3508.6698091947114,0.8739934944048715,0.1140961,0.03739483173076923,0.00091538136,1502.4001797966412,6.749928531704242,-1.1717071403379349,2189.4622098331715,2810.97617429818,3335.9167487356067,1.5425365,129.19921875,3.369945e-05,1.1563016e-05,blues
0.2954688,0.2236107721385372,1515.2997288217098,2123.624488764293,3641.2646484375,0.8460126992949056,0.11164383,0.04259690504807692,0.0009089013,1515.2997288217098,7.467059822504068,0.29035664341672524,2123.624488764293,2725.7310164469704,3247.8064666604982,1.6293117,129.19921875,-5.6307467e-06,4.926137e-05,blues
0.21815416,0.21766053533571003,1734.268757348268,2240.509488095206,3863.5535606971152,1.4447434927061593,0.17808577,0.06307091346153847,0.001684656,1734.268757348268,-5.172344249316725,0.2042998970692555,2240.509488095206,2824.967752928442,3313.2370578306586,1.487362,161.4990234375,1.1627258e-05,-1.3449138e-05,blues
0.2723324,0.21695621235116946,1289.6407787391372,1905.082824043363,2748.299278846154,0.8164753281268388,0.10648809,0.04042593149038461,0.0006761483,1289.6407787391372,-1.2399551924539192,-3.186127130476881,1905.082824043363,2557.067991254223,3122.514435881212,1.616161,184.5703125,-3.9982875e-05,-4.4906246e-05,blues
0.23257595,0.20175824352320512,1231.6479974485633,1922.1899678839911,2503.648963341346,1.815651928845536,0.2349123,0.03394305889423077,0.00032240717,1231.6479974485633,0.7072969978357456,-1.8381869705663891,1922.1899678839911,2608.6774572267354,3185.4089814196022,1.3768771,143.5546875,-4.7223773e-05,0.00016444923,blues
0.362453,0.2689706191910132,2334.092444328814,2250.0869764121617,4942.201397235577,1.80102391726625,0.12567946,0.11108022836538461,0.006790188,2334.092444328814,0.15416346080917354,0.6553604811073369,2250.0869764121617,2653.6340733476754,3040.5395610039022,1.4095403,161.4990234375,-7.149996e-05,-0.0005969292,blues
0.34708738,0.2664873566621024,2026.2379545778174,2116.151450207736,4452.817946213942,1.6693397820104017,0.12313039,0.09044095552884615,0.0046361783,2026.2379545778174,-3.511596766097104,0.09557664839363833,2116.151450207736,2552.987899567409,2977.998575747465,1.3420333,161.4990234375,-1.6816934e-05,-0.0005619329,blues
0.32487234,0.26625725172081804,2271.966260949244,2175.5496389631035,4794.698955829327,1.8270600037931577,0.13296741,0.11146334134615385,0.0055161854,2271.966260949244,-2.3489601016838324,-1.9835609529343798,2175.5496389631035,2558.328398005303,2932.417161219535,1.3977505,80.74951171875,-8.704078e-05,-0.00066788343,blues
0.33096355,0.26397093502541197,2214.5301120284057,2126.8297696522573,4674.8583984375,1.8509391393028058,0.13644096,0.10975060096153846,0.0050375666,2214.5301120284057,-4.163635186540465,-1.101963496197048,2126.8297696522573,2519.7479412534276,2901.5617456138484,1.4125015,161.4990234375,-6.771726e-05,-0.00063554756,blues
0.3273669,0.26265553749169435,2622.807801146808,2296.569243001662,5302.882549579327,1.8319505973697288,0.13175654,0.14620643028846153,0.0080253035,2622.807801146808,1.190417979777978,-2.0002033569855073,2296.569243001662,2637.3310549179764,2962.7405496700458,1.4005235,161.4990234375,-6.679262e-05,-0.0006138637,blues
0.3497865,0.26144823537933726,2408.8271233678565,2239.5625955646333,4985.847543569712,1.7400662255342276,0.12590936,0.11843073918269231,0.007326966,2408.8271233678565,-4.247821812530766,-1.9062842024060842,2239.5625955646333,2623.3394983627036,2990.966971880849,1.4052277,80.74951171875,-5.3253374e-05,-0.00059595995,blues
0.32829472,0.26697569897776574,2269.2349906835902,2189.659304705658,4822.609299879808,1.8425591448000826,0.12986171,0.10855618990384615,0.006536848,2269.2349906835902,0.3196286270783109,2.7429067160177416,2189.659304705658,2596.1641347852283,2990.433060695966,1.3338935,161.4990234375,-7.0737304e-05,-0.0007193686,blues
0.36282614,0.2633927154592124,2101.0534513375264,2163.004987700785,4598.4983473557695,1.712190725157953,0.12260702,0.09492563100961539,0.0054576816,2101.0534513375264,1.051620136863659,0.34947109674865673,2163.004987700785,2582.677332681711,2992.033745391527,1.3338753,161.4990234375,-5.5965123e-05,-0.00065893977,blues
0.31526208,0.26764829631541287,2161.1080544309125,2098.641104440748,4478.657789963942,1.6625594769694263,0.1311092,0.11037034254807693,0.0044422606,2161.1080544309125,1.152055813641375,-1.3423029889388038,2098.641104440748,2481.183508902235,2872.4498659911856,1.2307249,80.74951171875,-1.7698645e-05,-0.00048718942,blues
0.3314816,0.26659086294443135,2165.7658287300887,2098.90785876491,4472.3634690504805,1.754387036353847,0.1309184,0.113720703125,0.0048509208,2165.7658287300887,-2.245517388407716,0.27893352639036206,2098.90785876491,2486.103445871022,2879.49981157676,1.2701931,161.4990234375,-6.6039674e-06,-0.00036720384,blues
0.24792485,0.2202748705803958,1366.4642288233672,1996.469203939587,3145.918156550481,1.5001022727214004,0.19722173,0.038318810096153844,0.00051810784,1366.4642288233672,-7.98794392150856,-1.186168091965873,1996.469203939587,2640.0965406531404,3191.583185920548,1.3016269,86.1328125,1.4080853e-05,4.262881e-07,blues
0.43522686,0.27412981324164,2601.9571425579215,2471.489976124548,5632.00927734375,3.5164115558534723,0.25221342,0.12994666466346153,0.011924754,2601.9571425579215,-2.174128067487306,0.3553494856517511,2471.489976124548,2842.0553390618,3180.129125833234,1.2407788,151.99908088235293,0.00015649054,4.3309206e-05,blues
0.4097574,0.2761120492777157,2461.1578679136514,2412.9367828930604,5380.484900841346,3.643646467600318,0.26180345,0.12072941706730769,0.010174074,2461.1578679136514,-1.7077757146490942,-3.653820778390952,2412.9367828930604,2804.7144939766004,3166.2655439521145,1.3395089,151.99908088235293,5.6684614e-05,0.00024642868,blues
0.42837477,0.2764281235981883,2371.7029233384487,2332.721056102286,5144.613506610577,3.823846012729407,0.26808137,0.12142803485576924,0.009425975,2371.7029233384487,-1.324455382456405,2.8565906454205017,2332.721056102286,2747.3878621089234,3130.0402823309823,1.3438846,78.30255681818181,-0.000110170644,-0.00027032482,blues
0.4384081,0.2770036703917094,2505.7188186135672,2485.5357478257365,5559.9558668870195,3.6025806445153856,0.2551648,0.11725886418269231,0.011569142,2505.7188186135672,4.374525572076769,0.9208940074453105,2485.5357478257365,2862.910839862987,3212.782877649809,1.3950735,161.4990234375,-6.0832655e-05,-0.00029901956,blues
0.45598567,0.27754175008086357,2417.930253494375,2372.806071998407,5271.990685096154,3.801346065730107,0.2654027,0.11525691105769231,0.010597706,2417.930253494375,-9.930824573529598,-3.2045915452488396,2372.806071998407,2769.7541619561234,3137.2021957401016,1.3197598,151.99908088235293,2.5177564e-05,4.329257e-05,blues
0.28846213,0.2676184221982215,2270.164970089928,2195.6154764350595,4773.8283128004805,4.028560670334404,0.30991182,0.11541466346153846,0.006538479,2270.164970089928,8.653473855191384,0.0471273997338314,2195.6154764350595,2619.751833547869,3017.874545168854,1.2556188,78.30255681818181,0.000213141,0.0022420755,blues
0.44279018,0.2770380619362648,2491.7902421170074,2330.545908893504,5243.997521033654,4.295158250934292,0.27238694,0.13260591947115385,0.013681579,2491.7902421170074,9.242874787582572,4.552461396301848,2330.545908893504,2724.56759799589,3085.852863708462,1.1480112,161.4990234375,3.5209683e-05,-0.00083292206,blues
0.3884267,0.27432836434079155,2453.607787118395,2304.241123536829,5225.611478365385,4.412692202502262,0.28852838,0.1328387920673077,0.012411859,2453.607787118395,1.9230547212055276,-1.9197654853794315,2304.241123536829,2707.4975007015423,3078.1236464355748,1.1812837,161.4990234375,0.0001305864,0.0007191097,blues
0.46522796,0.2773839333709841,2525.7068236619584,2351.8079401312198,5345.866135817308,4.369384719836354,0.26988912,0.1360802283653846,0.014080771,2525.7068236619584,-0.8038625161481041,2.5529198155435964,2351.8079401312198,2732.807673559162,3083.28113108501,1.144497,80.74951171875,5.176064e-05,-0.0011016134,blues
0.4725592,0.2749588083834838,2336.432811610728,2332.8882577585996,5106.102201021635,3.86144082741823,0.2672247,0.11193659855769231,0.010001092,2336.432811610728,-13.299175223876626,-3.4294078831558252,2332.8882577585996,2752.736433384594,3139.7959170790423,1.30002,161.4990234375,-1.9231466e-05,-0.0005866324,blues
0.2602326,0.21056558829680475,1150.9125494852526,1827.059564248579,2363.931603064904,1.22675919681753,0.16899282,0.03212515024038461,0.00038006215,1150.9125494852526,2.6322470386454415,0.5324417397933576,1827.059564248579,2512.5981055012485,3096.98667659609,1.3672584,161.4990234375,6.162923e-05,8.050094e-06,blues
0.2502222,0.19511372716520492,795.2300603585186,1365.1470484657104,1235.674579326923,0.9153534499013695,0.13017502,0.027813251201923076,0.000101754034,795.2300603585186,3.482416443662266,4.5545601286979425,1365.1470484657104,2083.453026572063,2721.098573573407,1.2965282,143.5546875,-1.1360045e-05,2.3730947e-06,blues
0.2892078,0.21763871012200867,1790.6768999249548,2225.00940077098,3914.1565880408652,1.3509475795713661,0.16883571,0.05267803485576923,0.00145117,1790.6768999249548,-3.346077104319315,-4.883533446845062,2225.00940077098,2798.5234205350666,3278.7842188232407,1.4956504,123.046875,8.1827275e-06,1.8379798e-05,blues
0.27620998,0.22494329694999154,1616.3529998735432,2167.2039157724903,3756.46728515625,1.5477106314084677,0.18968168,0.04990985576923077,0.0011177935,1616.3529998735432,9.64716514290159,-5.268186216238241,2167.2039157724903,2755.6670765904255,3249.860388309093,1.5354178,86.1328125,-2.0633364e-05,-3.1601365e-05,blues
0.28913784,0.21430131420374265,1642.3229542713937,2180.931723159223,3679.5274939903848,1.2553102042634936,0.16361082,0.04468524639423077,0.0010948593,1642.3229542713937,-5.855090854691889,0.25201865428878134,2180.931723159223,2774.409090874479,3274.6044369223814,1.4240212,95.703125,-4.655636e-05,1.2289766e-05,blues
0.26581895,0.20158991847174537,1585.6670922683986,2292.6419966762796,4005.7555213341348,1.1434982063227328,0.1610481,0.04160531850961539,0.0008929697,1585.6670922683986,8.601164707453783,-4.155462919098081,2292.6419966762796,2903.980278489846,3413.244800753609,1.3190022,103.359375,-4.1470572e-05,-6.0798127e-05,blues
0.3027588,0.2120676401663204,1396.0541043413334,2141.2162722075113,3072.7880859375,1.2747780012050078,0.17975193,0.033514873798076925,0.0006700727,1396.0541043413334,1.0654029701646752,2.4185657234693183,2141.2162722075113,2800.793919433304,3345.3647178057104,1.3407248,151.99908088235293,-1.8235298e-05,1.7331265e-06,blues
0.25943598,0.22901909931966297,1377.0239848558479,2039.4723497487646,3178.8805213341348,1.3821741188288925,0.17013553,0.04114332932692308,0.00053727283,1377.0239848558479,6.748609146638018,-7.424850070492268,2039.4723497487646,2677.072092666568,3223.5476979545238,1.2908105,151.99908088235293,6.233383e-05,-3.5351943e-06,blues
0.2669147,0.21758545769260396,1546.7256894124198,2246.27562864278,3907.7794471153848,1.128568268076393,0.15834747,0.036925330528846154,0.0007701947,1546.7256894124198,-2.6348788240419556,-9.697159812727275,2246.27562864278,2832.0467113693676,3322.8001050062157,1.2512144,151.99908088235293,5.0396022e-05,5.078077e-05,blues
0.22472957,0.22884039989442737,1029.5162195694124,1728.751539830991,1622.6096754807693,1.4760373840205891,0.201673,0.02979266826923077,0.00016663535,1029.5162195694124,3.558531428689339,-1.488673840892848,1728.751539830991,2462.6225942274114,3076.2917225273077,1.2037163,151.99908088235293,1.5767808e-05,-7.545297e-05,blues
0.22906552,0.2113226041383667,981.8233497028933,1636.9222763748749,1655.7376802884614,1.3563861583311658,0.17718169,0.032068810096153845,0.00026389785,981.8233497028933,5.669944915238806,-0.1311075573909359,1636.9222763748749,2362.8590728889712,2980.2426278207336,1.2026423,151.99908088235293,-6.586523e-05,-5.432162e-05,blues
0.25517517,0.20098420153037772,867.5966581451884,1582.8901363405078,1384.916240985577,1.06342127770446,0.16279233,0.026171875,0.00016452596,867.5966581451884,-3.19847048083747,-0.37753719536322156,1582.8901363405078,2331.398391398749,2970.9601580607573,1.3451005,143.5546875,9.6074786e-05,-8.314357e-06,blues
0.26075432,0.21883280082694834,1300.6986830509566,1470.7315138459344,2752.4402794471152,0.9421088577919162,0.09481917,0.05359450120192308,0.0003305551,1300.6986830509566,-6.530026474176181,-0.8976699043127828,1470.7315138459344,1909.8800659867027,2362.6304154104214,1.3108413,95.703125,-1.42891e-05,1.5836888e-05,blues
0.34550712,0.20843901999083772,1073.5764580783978,1545.1046216371747,2482.9439603365386,0.7671572728116938,0.07941356,0.04376502403846154,0.00039213698,1073.5764580783978,3.5634381001428865,0.9687473134950199,1545.1046216371747,2067.3652881991293,2570.154018957129,1.0573369,95.703125,-4.5868466e-05,-7.940829e-05,blues
0.3466008,0.21788431344506146,1549.456109254451,1655.1484508860744,3123.39111328125,0.8956797060912959,0.08662387,0.08439378004807692,0.0007136759,1549.456109254451,5.5298891420662395,-0.7450135446047008,1655.1484508860744,2084.837401738385,2512.617584823522,1.4159458,184.5703125,1.5152022e-05,-3.1931813e-05,blues
0.23204947,0.21527824205202784,1508.217065812869,1444.333605218222,2873.4403170072114,1.0427662543595517,0.10420451,0.09192833533653846,0.00034077722,1508.217065812869,0.6162349316394725,0.056379674118287405,1444.333605218222,1841.217170776194,2268.2221811514705,1.357351,86.1328125,-1.3609646e-06,-2.5888005e-05,blues
0.32331395,0.24817645296435178,1565.9306733901376,1418.8713044684753,3018.872258112981,1.0754114667619101,0.08873025,0.09020432692307692,0.00066179124,1565.9306733901376,-2.7698840925441854,-0.511100991200227,1418.8713044684753,1790.8560007928122,2203.811344779885,1.4071681,107.666015625,-1.5873564e-05,2.9697985e-05,blues
0.33582318,0.22350402291572916,1133.884312499238,1359.5481001202525,2330.223858173077,1.1828044933926722,0.10288746,0.047919170673076925,0.00034219908,1133.884312499238,-2.3947291651404803,-1.2188186197787962,1359.5481001202525,1824.0146269350266,2307.5749143211638,1.1854277,92.28515625,-3.6399248e-05,-0.0001736438,blues
0.27694005,0.18086315964015612,954.7189050387344,1402.4641575098722,2166.654334435096,1.0008756191088815,0.12172223,0.03033728966346154,0.0002398917,954.7189050387344,3.5822617580858616,-0.3574512630966691,1402.4641575098722,1925.1713476062891,2436.363891704329,0.9935243,95.703125,-1.8470997e-05,-0.00018280862,blues
0.2796071,0.2078066742749686,1471.8705612474969,1488.1091549029964,2670.2828275240386,0.9621080158776899,0.10272788,0.0857196514423077,0.00044300858,1471.8705612474969,6.009139212277303,0.21248856751645348,1488.1091549029964,1935.7994206383535,2376.5973216171724,1.3696662,198.76802884615384,8.238389e-07,-0.000113445014,blues
0.26536852,0.24708792186514295,1827.2206365505674,1611.741313394563,3506.268028846154,0.8848100907995122,0.08162236,0.11280799278846154,0.0006787819,1827.2206365505674,-5.3945214309301415,-1.3456319513249442,1611.741313394563,1929.1720232599707,2275.7708864311567,1.435884,234.90767045454547,-1.5291827e-05,-0.0002524136,blues
0.24294874,0.24028087981276408,1513.5759149568657,1547.9029069265798,3124.881873497596,0.9278559156833848,0.095075294,0.07608548677884615,0.00047139887,1513.5759149568657,9.512583127384861,-0.011329414637005842,1547.9029069265798,1949.6356483111445,2372.6598943120352,1.4434263,161.4990234375,-1.543867e-05,-0.00023531198,blues
0.22846685,0.2039576681956547,1292.3754131710148,1891.478017375257,2748.2164588341348,1.5475943488048727,0.21096332,0.038878455528846154,0.000603572,1292.3754131710148,15.743509972782512,2.034346010380425,1891.478017375257,2545.30818241357,3104.6464393115452,1.413072,151.99908088235293,1.560673e-05,-8.3814906e-05,blues
0.36705527,0.26068064115114903,1705.9746210217468,1866.7375326821386,3564.904597355769,2.904561487582247,0.22678272,0.08246319110576923,0.0035477446,1705.9746210217468,2.709807809124444,1.8639631748653838,1866.7375326821386,2373.3497172653874,2851.535964902505,1.525581,117.45383522727273,8.469517e-06,-7.495363e-05,blues
0.40063274,0.25351078205542277,1880.3677287910505,1929.284412486492,3851.3790189302886,3.251711870066939,0.24838462,0.09360727163461538,0.004534719,1880.3677287910505,6.719815274876588,6.2165772054438255,1929.284412486492,2408.5928595140317,2861.835411933866,1.4990014,117.45383522727273,6.3153666e-06,0.00030738252,blues
0.33428276,0.2466361818981527,1776.358783347158,1860.5999671811285,3667.9326923076924,3.4338916754261093,0.2648058,0.09205228365384616,0.004064709,1776.358783347158,-20.664323811226446,6.013477243961177,1860.5999671811285,2345.042458167434,2808.483967495625,1.4313257,117.45383522727273,1.803277e-05,0.0010249184,blues
0.4147108,0.26071212937005406,1736.7389682264932,1921.5899779983915,3689.051795372596,2.656938197526615,0.20824932,0.08356745793269231,0.0043354193,1736.7389682264932,13.520748975495934,-1.0587262312901216,1921.5899779983915,2418.1273982391244,2887.922660524074,1.6857713,117.45383522727273,5.419073e-05,-2.2419197e-05,blues
0.28743747,0.2511455165918658,1887.0427615999292,1911.7843890836637,3746.2804236778848,3.3272279137601077,0.28943947,0.08807091346153846,0.0041604135,1887.0427615999292,-1.0181795818128705,0.08933673133577855,1911.7843890836637,2393.4579329419935,2846.538331741844,1.2275561,117.45383522727273,-5.4287575e-06,0.00030527875,blues
0.40592697,0.2592903972679403,1730.1707266400997,1878.7517747453687,3609.7930438701924,2.798961087738307,0.21503569,0.0849872295673077,0.0037020294,1730.1707266400997,6.154083749657334,1.9432500114675415,1878.7517747453687,2370.781407761497,2841.904384561367,1.6293314,117.45383522727273,-1.1186704e-05,-0.000100639336,blues
0.38370237,0.2571044930312464,2020.3495168697832,2009.5248816127032,4116.237417367788,3.1046583019836618,0.22534862,0.10691481370192307,0.0059833834,2020.3495168697832,1.519347560193187,-4.433033668661939,2009.5248816127032,2470.6168369565466,2907.4665231047143,1.4328227,117.45383522727273,1.3784722e-05,0.00060581166,blues
0.3252824,0.24733332327389576,1859.939721727621,1841.743156678525,3698.9073768028848,3.4091406578840284,0.2667455,0.09453876201923077,0.002926136,1859.939721727621,1.1847257567741447,1.3636547724123398,1841.743156678525,2318.3814606915016,2777.9368269112233,1.4212668,117.45383522727273,0.00020624381,0.0008194221,blues
0.37381583,0.2506277406798583,1768.9447340476331,1884.0381178991897,3662.3009314903848,2.7024993739997334,0.21017256,0.09359975961538461,0.0035052584,1768.9447340476331,-5.830496553983126,-0.6096274183042691,1884.0381178991897,2369.2298122412685,2833.265991245722,1.4685731,117.45383522727273,1.857741e-05,3.6952788e-05,blues
0.40798002,0.26696653183204366,1913.5035726000751,1897.7644477549443,3867.280461237981,3.6830238967498574,0.26622918,0.11023137019230769,0.0042315363,1913.5035726000751,6.391789014955382,-1.8614794229043228,1897.7644477549443,2366.3787511067208,2815.658782354313,1.3501004,117.45383522727273,0.00018190828,0.00089786155,blues
0.20065828,0.2023626775170315,1274.3085819383464,1966.2590453083187,2698.027531550481,1.536589788811601,0.22001386,0.035576923076923075,0.00033730932,1274.3085819383464,-12.13304999643402,2.5715943299765365,1966.2590453083187,2634.68363978591,3197.2175649299834,1.4699275,161.4990234375,-4.741242e-05,-3.7082704e-05,blues
0.3975127,0.23285164555532487,1599.0937227951952,2087.205803758787,3731.7041015625,0.8669274143137305,0.10053324,0.04928260216346154,0.0025184888,1599.0937227951952,-8.187345854277476,0.9925646116665352,2087.205803758787,2628.7032385362186,3125.308129665491,1.0548295,78.30255681818181,3.8665592e-05,-9.4989206e-05,blues
0.45169827,0.2330248066101043,1818.544114844109,2126.6974468772487,3909.767127403846,1.4829925081324353,0.14970466,0.08174203725961539,0.0028571738,1818.544114844109,-11.29945968144003,-1.550684942207137,2126.6974468772487,2594.824348585329,3049.988126288865,1.0311006,161.4990234375,3.1077312e-07,-9.453681e-05,blues
0.37061775,0.25389871949227033,1947.0462019655656,2233.8988400894164,4428.3860426682695,1.6323583172642542,0.15748405,0.06829927884615385,0.0040074512,1947.0462019655656,-6.715940748942243,-3.155308695885111,2233.8988400894164,2690.7237609530503,3121.153882199174,1.1984444,161.4990234375,7.0651445e-06,-5.600995e-06,blues
0.32706228,0.2385557104879247,1544.3997269841739,1829.6434925357046,3223.189227764423,1.7139556929901316,0.14372969,0.06012995793269231,0.0027485806,1544.3997269841739,-6.638972748486852,3.439205826316563,1829.6434925357046,2346.268340158476,2835.8670479350726,1.2831341,161.4990234375,-1.2548343e-05,5.293077e-05,blues
0.3504524,0.237920122078868,1596.6837754464868,1950.1433548047714,3555.2974759615386,1.3636423009757759,0.13330263,0.05492412860576923,0.0041664024,1596.6837754464868,-2.8826686588861024,-6.09229024350492,1950.1433548047714,2445.817561137307,2906.9899786302176,1.2448702,161.4990234375,-7.6716235e-05,-9.073465e-06,blues
0.40064237,0.26634047472193745,1802.2104365582093,1916.2733620404924,3680.769794170673,1.8828279533581636,0.15328364,0.0736328125,0.0033010542,1802.2104365582093,-0.9808099051719711,0.02630556835298946,1916.2733620404924,2393.9130276525266,2848.6491788584244,1.2533368,54.978390957446805,-0.000113336035,-2.4500239e-06,blues
0.37498513,0.24535920557160387,1706.9734342120466,2008.3755139719442,3778.00048828125,1.1432705209051235,0.11544069,0.06191030649038461,0.0021149525,1706.9734342120466,-6.040039028150944,-1.9831613739925074,2008.3755139719442,2478.156777802574,2938.7907206642644,1.0036516,78.30255681818181,-6.661721e-05,-0.00015347858,blues
0.4689317,0.23457950699758784,1924.2923448744032,2048.3536392689393,4076.8150916466348,1.4802372165439077,0.12801594,0.09866286057692308,0.0038403808,1924.2923448744032,-2.6282003569916514,-6.19452787054789,2048.3536392689393,2466.976581627119,2892.3035336391267,1.1144313,53.8330078125,-1.9904184e-05,-3.5654233e-05,blues
0.41003892,0.2636426173008566,2072.315899813993,2213.379801927841,4492.240271935096,1.7040687723651835,0.1517862,0.09962439903846154,0.0045673996,2072.315899813993,0.9075629574698584,-1.8675836716822105,2213.379801927841,2633.566380596173,3038.728402283608,1.0876927,161.4990234375,0.00014813781,-5.0113205e-05,blues
